OBJECTID,contract_number,contract_description,contract_status,contract_type,contract_subtype,last_modified,original_amount,revised_amount,vendor_id,vendor_name,objectid_1
2521,91800345,REPAIR OF AFD TRUCK 921                           ,CLOSED,GS   (GEN SERV),,2020/06/17 00:00:00+00,15700,15231.13,8254,KEN WILSON FORD INC,2520
2522,91800431,LEAF SCHOOLS/STREETS RESIDENT TEACHING PROG       ,CLOSED,GS   (GEN SERV),,2018/07/19 00:00:00+00,40000,40000,7734,LEAF GLOBAL ARTS,2521
2523,91700075,MICROWAVE SYSTEM REPLACEMENT                      ,CLOSED,GS   (GEN SERV),,2018/06/08 00:00:00+00,232031,283715.19,27632,MOBILE COMMUNICATIONS AMERICA INC,2522
2524,92200289,MUNI BUILDING STRUCTURAL REPAIRS                  ,POSTED,CON  (CONSTUCT/R),,2022/01/11 00:00:00+00,61138,61138,32813,OWEN JOSEPH LLC,2523
2525,92200276,COMMUNITY CENTERS JANITORIAL SERVICES             ,POSTED,GS   (GEN SERV),,2021/12/21 00:00:00+00,9720.48,9720.48,33557,TROY SAMUEL TOBE,2524
2526,92100471,PSYCHOLOGICAL SERVICES FOR APD                    ,POSTED,GS   (GEN SERV),,2021/08/20 00:00:00+00,30000,30000,8100,"LAW ENFORCEMENT SERVICES GROUP, PLLC",2525
2527,91000459,"PARTNERSHIP WITH UNCA, WORK STUDY                 ",CLOSED,GS   (GEN SERV),,2010/08/19 00:00:00+00,1400,1400,5367,UNC ASHEVILLE,2526
2528,91400231,HANDY PARK BUILDING DEMO AND RETAINING WALL CONSTR,CLOSED,CON  (CONSTUCT/R),,2014/10/09 00:00:00+00,413978,407365.28,18478,"GRAHAM COUNTY LAND COMPANY, LLC",2527
2529,91800251,DESIGN SERVICES FOR JAKE RUSHER PARK - 4          ,CLOSED,PRO  (PRO SERVIC),,2022/01/25 00:00:00+00,146402,136647,28316,ADC ENGINEERING INC,2528
2530,91900105,DESIGN OF MOUNTAINSIDE PARK/ MEMORIAL STADIUM     ,CLOSED,PRO  (PRO SERVIC),,2021/06/16 00:00:00+00,220817,192973,30426,ALFRED BENESCH & COMPANY,2529
2531,92000476,PARKING CITATION COLLECTION SERVICES              ,POSTED,GS   (GEN SERV),,2021/08/20 00:00:00+00,9000,9000,2803,WEST PUBLISHING COMPANY,2530
2532,91700116,CONCRETE MAINTENANCE 2016-2017                    ,CLOSED,CON  (CONSTUCT/R),,2018/02/07 00:00:00+00,200000,191563.06,10485,"PATTON CONSTRUCTION GROUP, INC.",2531
2533,91500214,UNARMED SECURITY IN GARAGES                       ,CLOSED,GS   (GEN SERV),,2018/05/14 00:00:00+00,90000,444531.68,21842,"S & S MANAGEMENT GROUP, LLC",2532
2534,91900189,SURVEY AND MAINTENANCE ON PUBLIC ART - URBAN TRAIL,CLOSED,GS   (GEN SERV),,2019/05/24 00:00:00+00,2725,2725,30943,HILLARY MANNION,2533
2535,91900093,INSTALL NEW CARPET AT 29 HAYWOOD ST.PER PROPOSAL  ,CLOSED,GS   (GEN SERV),,2019/04/01 00:00:00+00,13506,14618.8,9206,"MILL END ENTERPRISES, INC",2534
2536,91100740,PLANNING SERVICES FOR BETWEEN THE BRIDGES         ,CLOSED,GS   (GEN SERV),,2011/03/17 00:00:00+00,6500,6500,11722,"MULTI-VISION INTEGRATION, LLC",2535
2537,91900199,YOUTH ELEVATION COLLABORATIVE TRAINING            ,CLOSED,GS   (GEN SERV),,2020/06/16 00:00:00+00,7000,2500,11872,"FOX MANAGEMENT CONSULTING ENTERPRISES, LLC",2536
2538,91500120,ARCHITECTURAL SERVICES FOR WATER RESOURCES        ,CLOSED,PRO  (PRO SERVIC),,2016/06/08 00:00:00+00,50000,12947.5,19505,"CLARK NEXSEN, INC.",2537
2539,92100238,STATISTIC SURVEY OF RESIDENTS BY MAIL             ,CLOSED,GS   (GEN SERV),,2021/04/15 00:00:00+00,23340,23340,35917,"POLICY CONFLUENCE, INC/POLCO",2538
2540,91100745,PRECISION SAFE SIDEWALK -REM SIDEWALK TRIP HAZARDS,CLOSED,GS   (GEN SERV),,2011/03/18 00:00:00+00,14182,14182,11602,"PRECISION SAFE SIDEWALKS, INC.",2539
2541,92200323,HOMELESS SVC. SYST PERFORMANCE LEAD ASSISTANCE    ,4 ,GS   (GEN SERV),SERVICE,2022/02/18 00:00:00+00,10000,10000,38758,SARAH DICKERSON,2540
2542,91900276,SWIM PROGRAMS AT THE YWCA                         ,POSTED,GS   (GEN SERV),,2021/08/20 00:00:00+00,29000,48000,2926,Y W C A,2541
2543,91500095,FY15 COMAIR TOWER RENTAL                          ,CLOSED,GS   (GEN SERV),,2017/06/23 00:00:00+00,6600,5400,27632,MOBILE COMMUNICATIONS AMERICA INC,2542
2544,91700391,FY17 ANNUAL PAVING CONTRACT                       ,CLOSED,GS   (GEN SERV),,2018/07/18 00:00:00+00,1897693.91,1737432.01,6956,"FRENCH BROAD PAVING,INC",2543
2545,91100123,PROVIDE AND SERVICE WATER COOLERS                 ,CLOSED,GS   (GEN SERV),,2015/06/23 00:00:00+00,1800,1781,1764,MOUNTAIN VALLEY SPRING WATER,2544
2546,91900445,ELEVATOR SERVICE FOR JAN DAVIS LOBBY ELEVATOR     ,POSTED,GS   (GEN SERV),,2021/09/29 00:00:00+00,5342.64,16854.72,15816,SCHINDLER ELEVATOR CORPORATION,2545
2547,91500233,MOU FOR UTILITY RELOCATION 311 COLLEGE STREET     ,CLOSED,CON  (CONSTUCT/R),,2015/08/04 00:00:00+00,245002.5,245002.5,20787,"PULLIAM SPAKE, LLC",2546
2548,92000433,ONE BUNC FUND AGREEMENT FOR COVID 19              ,CLOSED,GS   (GEN SERV),,2020/06/17 00:00:00+00,100000,100000,26649,BUNCOMBE COUNTY SERVICE FOUNDATION,2547
2549,91100122,REPAIR OF PHOSPHATE TOTE SCALE MILLS RIVER        ,CLOSED,GENERAL,,2010/07/08 00:00:00+00,2000,2000,10754,BRASWELL SCALE AND EQUIPMENT COMPANY,2548
2550,91800370,YR 1&2 OF 7-YR INCENTIVE GRANT (80% TAXES)        ,CLOSED,GS   (GEN SERV),,2018/04/14 00:00:00+00,721139.36,721139.36,18342,NEW BELGIUM BREWING,2549
2551,91600141,2015-2016 CONCRETE MAINTENANCE AND ADA IMPROVEMENT,CLOSED,CON  (CONSTUCT/R),,2017/05/04 00:00:00+00,165448.5,199414.83,20541,"J & E CONCRETE CONSTRUCTION, LLC",2550
2552,91900343,SANITATION UNIT 385 CAB/BODY REPAIRS BY AMICK EQUI,CLOSED,GS   (GEN SERV),,2021/06/15 00:00:00+00,43000,34571.3,4629,AMICK EQUIPMENT COMPANY,2551
2553,92200227,FY 21/22 HB OF WNC HOUSING SERVICES PSH           ,POSTED,HUD (GEN SERV-HUD),CDBG,2021/11/01 00:00:00+00,81000,81000,1211,HOMEWARD BOUND,2552
2554,91300230,SECURITY FOR CITY HALL                            ,CLOSED,GS   (GEN SERV),,2013/05/28 00:00:00+00,7329.76,3664.88,16084,"SAGE SECURITY SOLUTIONS, LLC",2553
2555,91900238,SKYVIEW PLACE RETAINING WALL                      ,CLOSED,CON  (CONSTUCT/R),,2020/05/11 00:00:00+00,661520,603616.69,10485,"PATTON CONSTRUCTION GROUP, INC.",2554
2556,91100388,RICEVILLE FOREST TANK                             ,CLOSED,CON  (CONSTUCT/R),,2011/12/07 00:00:00+00,289535.06,325005.06,11334,"T&K UTILITIES, INC.",2555
2557,91800173,4-CO COLLABORATIVE - PROPERTY EVALUATION AND PLANN,CLOSED,PRO  (PRO SERVIC),,2018/06/08 00:00:00+00,11000,11000,27765,4-CO COLLABORATIVE PLLC,2556
2558,91900350,HELPMATE ESG SHELTER AND RAPID HOUSING FY 2019    ,CLOSED,HUD (GEN SERV-HUD),ESG,2020/06/15 00:00:00+00,52000,52000,1235,HELPMATE INC,2557
2559,91500308,COURSE-DESIGNING PEDESTRIAN FACIILITIES FOR ACCESS,CLOSED,GS   (GEN SERV),,2016/06/02 00:00:00+00,4500,4500,16823,ASSOCIATION OF PEDESTRIAN AND BICYCLE PROFESSIONAL,2558
2560,91000526,"MANAGEMENT AGREEMENT W WNC COMMUNITY MEDIA CENTER,",CLOSED,GS   (GEN SERV),,2010/04/29 00:00:00+00,30000,30000,7308,URTV INC,2559
2561,91200261,SARDIS ROAD SEWER LINES CHANGE ORDER              ,CLOSED,PRO  (PRO SERVIC),,2013/11/22 00:00:00+00,42800,33290,1706,MCGILL ASSOCIATES PA,2560
2562,91700281,SHORING JOISTS IN CH GARAGE                       ,CLOSED,CON  (CONSTUCT/R),,2018/05/15 00:00:00+00,15900,19020,26791,LESCO RESTORATIONS INC,2561
2563,91700321,2015 NEP AREA 1 WATERLINE IMPROVEMENTS PROJECT P1 ,CLOSED,CON  (CONSTUCT/R),,2018/08/09 00:00:00+00,1244068,1163345.98,589,COOPER CONSTRUCTION INC,2562
2564,91700084,ASBESTOS AND LEAD TESTING OF RADTIP PROPERTIES    ,CLOSED,PRO  (PRO SERVIC),,2017/05/04 00:00:00+00,29947,21855.45,6805,ALTAMONT ENVIRONMENTAL INC,2563
2565,91500108,MOU BETWEEN COA AND SPORTS COMMISSION FY15        ,CLOSED,GS   (GEN SERV),,2015/08/04 00:00:00+00,45000,33750,12914,ASHEVILLE-BUNCOMBE REGIONAL SPORTS COMMISSION,2564
2566,91300276,4 TON CHANGE AT STATION 3                         ,CLOSED,CON  (CONSTUCT/R),,2013/05/08 00:00:00+00,6816,6816,2152,R & W INC,2565
2567,91300088,FIRE VIDEO CONFERENCING                           ,CLOSED,GS   (GEN SERV),,2012/07/27 00:00:00+00,17042.24,17042.24,14802,YORK TELECON,2566
2568,91300271,ENGINEERING - FAIRVIEW SERVICE AREA WL IMPROVEMENT,CLOSED,PRO  (PRO SERVIC),,2015/06/10 00:00:00+00,105270,95695.83,16675,"HAZEN AND SAWYER, D P.C.",2567
2569,91600176,UPGRADED VERSION OF OPEN TREE MAP APPLICATION     ,CLOSED,GS   (GEN SERV),,2017/06/23 00:00:00+00,8000,8000,20045,"CONANT, PATRICK RYAN",2568
2570,91900426,VAP- AFRICAN AMERICAN ARTS & CULTURE PROJECT      ,CLOSED,GS   (GEN SERV),,2021/06/07 00:00:00+00,10000,9132.84,32168,"ARTISTS DESIGNING EVOLUTION, LLC",2569
2571,92000416,CLIMATE JUSTICE INITIATIVE                        ,POSTED,GS   (GEN SERV),,2021/08/20 00:00:00+00,29500,52000,34239,"TEPEYAC CONSULTING,INC.",2570
2572,92200313,CITY COUNCIL RETREAT FACILITATION                 ,CREATED,GS   (GEN SERV),,2022/02/04 00:00:00+00,7000,7000,9999,CHANGE ORDER VENDOR,2571
2573,92000119,PARATRANSIT SVS MOUNTAIN MOBILITY&BUNCOMBE CO FY20,POSTED,GS   (GEN SERV),,2021/08/20 00:00:00+00,1470000,3307144.92,1535,LAND-OF-SKY REGIONAL COUNCIL,2572
2574,91000414,CUSTODIAL CONTRACT FOR RECREATION                 ,CLOSED,GS   (GEN SERV),,2010/08/19 00:00:00+00,9000,32000,8969,LION OF JUDA PCS,2573
2575,91400250,FOR ENGINEERING AND DESIGN SERVICES - RADTIP      ,POSTED,PRO  (PRO SERVIC),,2021/09/28 00:00:00+00,2186000,4192303.32,16589,CDM SMITH,2574
2576,91200239,"BREVARD RD 24"" WL FROM I-26 TO BILTMORE SQ MALL   ",CLOSED,CON  (CONSTUCT/R),,2012/10/16 00:00:00+00,162188,137288,13848,CANA CONSTRUCTION,2575
2577,91100419,INSTALL ROOF ON RESTROOM AT MAGNOLIA PARK         ,CLOSED,GS   (GEN SERV),,2010/09/13 00:00:00+00,1600,1600,11106,"HUDSON, KELLY E.",2576
2578,91700146,CDBG HOMEWARD BOUND AHOPE FY 16-17                ,CLOSED,HUD (GEN SERV-HUD),CDBG,2017/06/29 00:00:00+00,48904,48904,1211,HOMEWARD BOUND,2577
2579,91100247,AUTO BODY CONTRACT                                ,CLOSED,GENERAL,,2019/03/27 00:00:00+00,60000,38527.18,8875,JOSEPH K ENSLEY,2578
2580,91900082,GETTING BACK TO BASIC - LIGHTEN UP FY 18-19       ,CLOSED,GS   (GEN SERV),STRATEGIC PARTNER,2020/08/11 00:00:00+00,4500,4500,8976,"GETTING BACK TO THE BASICS, INC.",2579
2581,91800379,ON-CALL MASTER ROW & EASEMENT ACQUISITION SVCS    ,POSTED,GS   (GEN SERV),,2021/08/20 00:00:00+00,250000,215448,18117,TELECOMMUNICATION & INDUSTRIAL CONSULTING SERVICES,2580
2582,91100811,STRAUSS SUPERVISOR TRAINING - DEVELOPMENTAL ASSOC ,CLOSED,GS   (GEN SERV),,2011/12/07 00:00:00+00,17000,17000,10877,DEVELOPMENTAL ASSOCIATES,2581
2583,92200137,APD VEHICLE CAR WASHING                           ,POSTED,GS   (GEN SERV),,2021/08/20 00:00:00+00,29999.88,29999.88,20456,"ZIPS CAR WASH, LLC",2582
2584,91100598,FENCE REPAIR AT WATER MAINTENANCE                 ,CLOSED,GS   (GEN SERV),,2010/12/03 00:00:00+00,1700.04,1700.04,1119,GRINDSTAFF FENCE COMPANY INC,2583
2585,91300170,N. LOUISIANA AVE SIDEWALK IMPROVEMENTS PHASE-3    ,CLOSED,CON  (CONSTUCT/R),,2013/03/21 00:00:00+00,65000,42970.27,9262,"MOORE & SONS SITE CONTRACTORS, INC.",2584
2586,91900425,"ON-CALL COMMISSIONING, TAB, RELATED ENGINEERING SE",POSTED,PRO  (PRO SERVIC),MASTER ON CALL,2021/08/20 00:00:00+00,1,1,31891,"MCCRACKEN & LOPEZ , PA",2585
2587,91600232,PROJECT COORDINATION INVESTIGATING LEUCOTHOE LN WA,CLOSED,PRO  (PRO SERVIC),,2016/06/02 00:00:00+00,4800,4800,4574,KIMLEY-HORN AND ASSOCIATES,2586
2588,92000138,CHILDREN FIRST / CIC- 19-20 SPF GRANT             ,CLOSED,GS   (GEN SERV),,2020/08/12 00:00:00+00,13333,13333,3396,CHILDREN FIRST/COMMUNITIES IN SCHOOLS OF BUNCOMBE,2587
2589,92000219,ANALYSIS OF IMPEDIMENTS TO FAIR HOUSING TECH ASSIS,CLOSED,GS   (GEN SERV),SERVICE,2021/06/07 00:00:00+00,20000,26000,1535,LAND-OF-SKY REGIONAL COUNCIL,2588
2590,91200300,FLEET MANAGEMENT BUILDING PAINTING                ,CLOSED,GENERAL,,2013/05/21 00:00:00+00,7880,7721,10873,WILLIAM A STEWART SUPERIOR PAINTING INC.,2589
2591,92200098,TEMP ACCOUNT SERVICES CONTRACT HIRE               ,POSTED,GS   (GEN SERV),,2021/09/29 00:00:00+00,10000,18000,37428,"RANDSTAD NORTH AMERICA, INC.",2590
2592,91200036,ANNUAL ELEVATOR MAINT AND SERVICE                 ,CLOSED,GS   (GEN SERV),,2015/06/23 00:00:00+00,20000,24486.5,39,ASHEVILLE ELEVATOR COMPANY,2591
2593,91800217,WEB ADVERSTISING FOR JOBS                         ,CLOSED,GS   (GEN SERV),,2019/09/10 00:00:00+00,14762.5,43443.93,23652,LINKEDIN CORPORATION,2592
2594,91600271,CONSULTANT FOR OPEN ENROLLMENT                    ,CLOSED,GS   (GEN SERV),,2016/08/04 00:00:00+00,41000,41000,24473,"BOST INTEGRATED SOLUTIONS, INC.",2593
2595,91700277,RADIO ADVERTISING FOR PARKING SERVICES            ,CLOSED,GS   (GEN SERV),,2019/08/16 00:00:00+00,12000,70000,25143,"SAGA COMMUNICATIONS OF NC,LLC",2594
2596,91200093,WATER STORAGE TANK & PIPE COATING & MAINTENANCE   ,CLOSED,GS   (GEN SERV),,2014/01/13 00:00:00+00,400000,688998.92,6764,CAROLINA MANAGEMENT TEAM LLC,2595
2597,91100509,BELE CHERE STANDBY 7/11-7/25/10                   ,CLOSED,GENERAL,,2010/10/19 00:00:00+00,4000,4000,9135,"MEDICAL EMERGENCY AMBULANCE, I",2596
2598,91400259,PET LICENSING SERVICES - CO#2                     ,CLOSED,GS   (GEN SERV),,2018/07/12 00:00:00+00,5000,42816.6,12451,"PETDATA, INC.",2597
2599,92000467,LIQUIDATING AUTOMATED VEHICLE LOCATOR/TELEMATICS  ,CLOSED,GS   (GEN SERV),,2021/08/23 00:00:00+00,45057,33930,34018,"MARSHALL AND ASSOCIATES, INC.",2598
2600,92100329,RENEWAL OF DIGITALPERSONA LICENSES                ,CLOSED,GS   (GEN SERV),,2021/03/16 00:00:00+00,5724.75,5724.75,36503,HID GLOBAL CORPORATION,2599
2601,91100545,OUTSIDE AGENCY GRANT CHILD ABUSE PREVENTION SERVIC,CLOSED,GS   (GEN SERV),,2011/09/14 00:00:00+00,5000,5000,9203,"MOUNTAIN CHILD ADVOCACY CENTER, INC.",2600
2602,92000135,EDC REGULAR PROGRAM SUPPORT FOR FY 19 - 20        ,CLOSED,GS   (GEN SERV),,2020/06/17 00:00:00+00,60000,60000,35,ASHEVILLE CHAMBER OF COMMERCE,2601
2603,91500075,GOVERNMENT RELATIONS SERVICES                     ,CLOSED,GS   (GEN SERV),,2016/06/06 00:00:00+00,90000,90750,14497,JACK COZORT,2602
2604,92000437,FIVE POINTS DEVELOPMENT - REED CREEK GREENWAY     ,CLOSED,CON  (CONSTUCT/R),,2020/06/25 00:00:00+00,37678,37678,34499,"SWEETGRASS BROADWAY, LLC",2603
2605,91100197,ATHLETIC OFFICIAL                                 ,CLOSED,GS   (GEN SERV),,2013/01/30 00:00:00+00,5000,4158,1312,ROY HILL SR,2604
2606,91800248,UNARMED SECURITY SERVICES                         ,CLOSED,GS   (GEN SERV),,2019/06/10 00:00:00+00,65000,73584.72,29130,"SECURITY INNOVATIONS PROTECTIVE SERVICES, LLC",2605
2607,91200341,WATER UTILITY MNGT CONSULTING SERVICES-MSD MERGER ,CLOSED,GS   (GEN SERV),,2014/04/25 00:00:00+00,25000,40117.85,11194,"RAFTELIS FINANCIAL CONSULTANTS, INC.",2606
2608,92000076,WEBSITE ANALYTICS                                 ,CLOSED,GS   (GEN SERV),,2020/06/19 00:00:00+00,8240,8240,30394,"SITEIMPROVE, INC",2607
2609,91800210,MASTER AGREEMENT OF CAR RENTAL SERVICES           ,CLOSED,GS   (GEN SERV),,2020/08/11 00:00:00+00,30000,15300.88,3507,"EAN HOLDINGS, LLC",2608
2610,92200307,"GRANT NC 1057-2021-4, ARPA                        ",CREATED,GS   (GEN SERV),,2022/02/02 00:00:00+00,1217130,1217130,7155,BUNCOMBE COUNTY PLANNING DEPAR,2609
2611,91500156,ANNUAL HVAC AUTOMATION                            ,CLOSED,GS   (GEN SERV),,2018/05/15 00:00:00+00,3840,5492,5519,"JOHNSON CONTROLS, INC.",2610
2612,92000423,KENILWORTH ROAD AND ROSEFIELD DRIVE TREE REMOVAL  ,CLOSED,PRO  (PRO SERVIC),,2021/02/22 00:00:00+00,13035,11850,23387,NEWCOMB TREE SERVICE INC.,2611
2613,91900150,CONSTRUCTION ADMINISTRATION FOR SYNTHETIC TURF    ,CLOSED,PRO  (PRO SERVIC),,2020/04/21 00:00:00+00,43000,38125,26859,CHA CONSULTING INC,2612
2614,91000580,APPRAISAL OF 520 SWANNANOA RIVER ROAD             ,CLOSED,PRO  (PRO SERVIC),,2010/05/24 00:00:00+00,375,375,5929,"DRY RIDGE APPRAISAL SERVICE,LL",2613
2615,91400051,VET SERVICES FOR APD K-9 DOGS                     ,CLOSED,GENERAL,,2014/08/22 00:00:00+00,8500,3507.87,188,ANIMAL HOSPITAL OF NORTH ASHEV,2614
2616,92000455,HOMELESS SHELTER W/ HOMEWARD BOUND FOR COVID- 19  ,POSTED,GS   (GEN SERV),SERVICE,2021/08/20 00:00:00+00,50000,500000,1211,HOMEWARD BOUND,2615
2617,92000271,POSTAGE FOR 2020 BRUSH AND RECYCLE SCHEDULE       ,CLOSED,GS   (GEN SERV),,2019/12/11 00:00:00+00,7515.31,7515.31,10512,"BP SOLUTIONS GROUP, INC.",2616
2618,91200306,POOL LIFTS AND INSTALLATION                       ,CLOSED,GS   (GEN SERV),,2012/09/05 00:00:00+00,5550,5550,14151,"JAMESON MEDICAL, INC",2617
2619,92000485,APPRAISAL - 224 LOUISIANA AVENUE                  ,CLOSED,GS   (GEN SERV),,2021/06/09 00:00:00+00,2700,2700,34950,ACE APPRAISALS,2618
2620,91900136,EAGLE MARKET ST DEV. CORP IDA SM BUS FY 17-18     ,POSTED,HUD (GEN SERV-HUD),CDBG,2022/02/17 00:00:00+00,0,44255.68,10035,EAGLE MARKET STREETS DEVELOPMENT,2619
2621,91000232,CLEAN AND RESTORE TILES IN REID CENTER RESTROOMS  ,CLOSED,GS   (GEN SERV),,2010/01/29 00:00:00+00,1080,1080,10038,"CLEAN ENVIRONMENTS OF ASHEVILLE, INC.",2620
2622,91100543,REPAIR INSULATION ON PIPING IN TANK PIT- WD  WTP  ,CLOSED,GENERAL,,2010/11/04 00:00:00+00,1253.5,1253.5,782,DOVER INSULATION INC.,2621
2623,91800406,ON-CALL SHELBURNE ROAD ASBESTOS ASSESSMENT ROOF   ,CLOSED,PRO  (PRO SERVIC),,2019/06/13 00:00:00+00,8500,8473.55,2418,S&ME,2622
2624,92000061,PM CONTRACT ELEVATORS PARKING/PW/CELLULAR         ,CLOSED,GS   (GEN SERV),,2021/07/06 00:00:00+00,9816,29448,30240,"UNITED ELEVATOR SERVICES, LLC",2623
2625,91500157,POWER GENERATION PLANNED MAINTENANCE AGREEMENT    ,CLOSED,GS   (GEN SERV),,2015/08/04 00:00:00+00,17920.41,17920.41,3385,CUMMINS ATLANTIC LLC,2624
2626,91500089,LAKE CRAIG PROJECT - MASTER CONTRACT 91400173     ,CLOSED,CON  (CONSTUCT/R),,2016/03/31 00:00:00+00,810843.06,837276.06,5264,YOUNG & MCQUEEN GRADING CO.,2625
2627,91400276,                                                  ,CLOSED,GS   (GEN SERV),,2014/05/06 00:00:00+00,23000,23000,8332,SASHA ALEXANDRA VRTUNSKI,2626
2628,91400044,BUS TRANSPORTATION FOR YOUTH PROG.                ,CLOSED,GS   (GEN SERV),,2014/06/13 00:00:00+00,20000,19993.75,891,EMMA BUS LINES,2627
2629,91600081,BUS RENTAL FOR RECREATION DIVISION                ,CLOSED,GS   (GEN SERV),,2016/08/03 00:00:00+00,20000,20000,891,EMMA BUS LINES,2628
2630,91600316,INSTALL METAL COPING ON 3 BUILDINGS AT MILLS RIVER,CLOSED,CON  (CONSTUCT/R),,2016/08/01 00:00:00+00,29750,29750,19856,WNC ROOFING LLC,2629
2631,91900299,TWA - FIRE ESCAPE IMPROVEMENTS (CONSTRUCTION)     ,CLOSED,CON  (CONSTUCT/R),,2019/11/01 00:00:00+00,34300,34300,585,CAROLINA CORNERSTONE CONSTRUCT,2630
2632,91100280,BC 10 STAGE CREW                                  ,CLOSED,GS   (GEN SERV),,2010/08/03 00:00:00+00,645,645,5153,BENNY P JONES,2631
2633,91100316,CONTRACT EXTENSION FOR ONE YEAR. CONTRACT CHANGE  ,CLOSED,GS   (GEN SERV),,2012/07/31 00:00:00+00,6000,41170.48,3962,GREEN LIGHT ELECTRIC CO,2632
2634,91100054,STAFFING BEVERAGE STATION - 2 SATELLITE LOCATIONS ,CLOSED,GS   (GEN SERV),,2010/07/01 00:00:00+00,7500,7500,4120,BENEVOLENT PATRIOTIC ORDER OF DOES,2633
2635,91500061,CJIS- CONTINUATION OF SERVICES FOR FY 2014-2015-  ,CLOSED,GENERAL,,2016/06/13 00:00:00+00,1227339,797876,416,BUNCOMBE COUNTY FINANCE DEPT,2634
2636,91700175,YWCA MOTHER LOVE PROG SPF FY 16-17                ,CLOSED,GS   (GEN SERV),STRATEGIC PARTNER,2017/06/26 00:00:00+00,12000,12000,2926,Y W C A,2635
2637,91200172,ONE YOUTH AT A TIME - OUTSIDE AGENCY GRANT 11-12  ,CLOSED,GS   (GEN SERV),,2012/07/31 00:00:00+00,5600,5600,1983,ONE YOUTH AT A TIME,2636
2638,91900347,CATERING EMPLOYEE HEALTH FAIR                     ,CLOSED,GS   (GEN SERV),,2019/08/09 00:00:00+00,7204,6770,11852,MAMACITAS,2637
2639,91100073,SUMMER CAMP FACILITATOR - CARLTON BURKE           ,CLOSED,INS  (INSTRUCTOR),,2010/07/02 00:00:00+00,1500,1500,3723,CARLTON BURKE,2638
2640,91000403,TYLER WOLFE                                       ,CLOSED,GS   (GEN SERV),,2013/01/30 00:00:00+00,1774,6236,9264,TYLER WOLFE,2639
2641,91200293,GREENWAY SURVEYING SERVICES                       ,CLOSED,PRO  (PRO SERVIC),,2015/06/08 00:00:00+00,25000,8736,11680," COLE  SURVEYING AND DESIGN, PA",2640
2642,91800337,"CH BELFRY TOWER ASSESSMENT, DESIGN, CONTRACT ADMIN",POSTED,PRO  (PRO SERVIC),,2021/09/08 00:00:00+00,40000,70400,29523,"TERRACON CONSULTANTS, INC",2641
2643,91000141,WE CLOSED EXISTING PO#82729 WITH REQUISTION #26.  ,CLOSED,PRO  (PRO SERVIC),,2010/01/14 00:00:00+00,1000,1000,1754,MATTERN & CRAIG,2642
2644,92100318,FIRE / ALARM SPRINKER INSPECTIONS - NORTH FORK    ,CLOSED,GS   (GEN SERV),,2021/05/25 00:00:00+00,1285,1285,5519,"JOHNSON CONTROLS, INC.",2643
2645,92200189,FY22-23 MPO DUES FOR FBR REGIONAL TRANSIT         ,POSTED,GS   (GEN SERV),AGREEMENT,2021/09/29 00:00:00+00,24020.02,24020.02,1535,LAND-OF-SKY REGIONAL COUNCIL,2644
2646,91000320,PROCESS REVIEW OF THE ACCOUNTS PAYABLE FUNCTION   ,CLOSED,PRO  (PRO SERVIC),,2010/02/23 00:00:00+00,5000,5000,8883,KAREN FIELD,2645
2647,91700365,SERVICES TO CREATE MOUNTAIN CAPITAL LOAN PROGRAM  ,CLOSED,GS   (GEN SERV),,2018/06/19 00:00:00+00,29960,44419.48,27293,TRADE STREET ADVISORS LLC,2646
2648,92100160,GRANT NC 2020-057-00 FFY 2019-5310 ENHANCED MOBILI,POSTED,GS   (GEN SERV),,2021/08/20 00:00:00+00,15196,15196,30754,"COUNCIL ON AGING OF BUNCOMBE COUNTY, INC",2647
2649,92000274,TILLER TRAINING                                   ,CLOSED,GS   (GEN SERV),,2020/06/10 00:00:00+00,8095,8095,33938,RESPONSE TRAINING GROUP,2648
2650,92100217,RBA TRAINING AND COACHING                         ,POSTED,GS   (GEN SERV),,2021/08/20 00:00:00+00,5000,10000,5367,UNC ASHEVILLE,2649
2651,91900193,NRW PROGRAM - VIRTUAL DMA PILOT PROJECT           ,POSTED,PRO  (PRO SERVIC),,2021/08/20 00:00:00+00,85000,85000,4203,CAVANAUGH & ASSOCIATES PA,2650
2652,92000241,INTERLOCAL AGREEMENT-SITE ASSESSMENTS RENEW ENERGY,CLOSED,GS   (GEN SERV),,2021/06/04 00:00:00+00,34682,28869.01,416,BUNCOMBE COUNTY FINANCE DEPT,2651
2653,91900338,HELPMATE EMERGENCY SHELTER FY 18-19               ,CLOSED,HUD (GEN SERV-HUD),CDBG,2019/06/28 00:00:00+00,25000,25000,1235,HELPMATE INC,2652
2654,91700401,GRAPHIC/MEDIA WORK ON THE 68-72 HAYWOOD ST PROJECT,CLOSED,GS   (GEN SERV),,2020/06/19 00:00:00+00,10000,6718.75,27764,STATUS FORWARD INC,2653
2655,91800035,WATER RESOURCES CONFINED SPACE CLASSIFICATION     ,CLOSED,GS   (GEN SERV),,2018/05/24 00:00:00+00,38500,38500,28044,THE EI GROUP INC,2654
2656,91200161,CONSTRUCT A SKUNK EXHIBIT AT NATURE CENTER        ,CLOSED,GS   (GEN SERV),,2011/10/13 00:00:00+00,4800,4800,5260,"B ALLEN CONSTRUCTION, INC.",2655
